loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status
Education Loan,27657,0.079531948,43,Full-time,High,642,Female,Single,PhD,0
Home Loan,40952,0.080270253,31,Self-employed,Medium,709,Male,Divorced,High School,0
Car Loan,23180,0.087089455,51,Full-time,Medium,364,Male,Divorced,Master,0
Car Loan,98432,0.059497125,46,Full-time,Low,366,Female,Single,Master,0
Education Loan,79411,0.088888509,42,Self-employed,Low,732,Male,Divorced,PhD,0
Personal Loan,2622,0.039434126,42,Part-time,Medium,349,Male,Divorced,Master,0
Car Loan,49756,0.070551732,49,Self-employed,Medium,613,Male,Married,PhD,0
Car Loan,41809,0.072675892,33,Full-time,Medium,608,Female,Divorced,Bachelor,1
Personal Loan,17725,0.089499902,56,Full-time,Medium,414,Male,Single,PhD,0
Car Loan,62396,0.080339463,52,Part-time,Low,641,Female,Divorced,PhD,0
Personal Loan,52226,0.058916554,20,Full-time,Medium,829,Female,Married,Bachelor,0
Home Loan,82182,0.065225103,20,Self-employed,Medium,794,Male,Divorced,Bachelor,0
Personal Loan,83565,0.0829802,26,Part-time,High,568,Male,Single,High School,0
Personal Loan,30402,0.07881399,24,Self-employed,Low,379,Male,Divorced,Master,0
Car Loan,5263,0.071313138,33,Full-time,Low,755,Female,Single,Bachelor,0
Car Loan,97523,0.072787493,27,Part-time,High,598,Female,Married,Bachelor,0
Education Loan,47828,0.09044252,43,Full-time,Low,501,Male,Divorced,Master,1
Car Loan,48924,0.072234611,13,Full-time,Low,802,Male,Divorced,Master,1
Car Loan,75182,0.078678631,37,Self-employed,Medium,784,Female,Married,High School,0
Personal Loan,94065,0.112549049,25,Full-time,Medium,317,Female,Single,High School,0
Home Loan,60052,0.05864476,49,Self-employed,Low,777,Female,Single,PhD,0
Car Loan,12664,0.052222359,45,Full-time,High,787,Female,Divorced,High School,0
Personal Loan,36737,0.091753845,19,Self-employed,High,745,Female,Single,Bachelor,0
Education Loan,90563,0.069820354,47,Self-employed,Low,639,Male,Single,Bachelor,0
Education Loan,30373,0.075226437,32,Part-time,Low,830,Female,Divorced,Master,0
Home Loan,37397,0.068282654,57,Part-time,Low,415,Female,Single,High School,0
Home Loan,87145,0.076102998,54,Full-time,Low,373,Male,Single,PhD,0
Home Loan,39709,0.103978072,39,Full-time,Medium,568,Female,Divorced,PhD,0
Personal Loan,62120,0.092031927,57,Part-time,Medium,415,Female,Divorced,PhD,0
Car Loan,20250,0.092933353,55,Self-employed,Low,463,Male,Single,PhD,0
Personal Loan,22172,0.058756594,59,Self-employed,High,521,Female,Divorced,Master,0
Education Loan,12555,0.062732694,17,Part-time,Medium,425,Male,Single,High School,0
Education Loan,88410,0.03741382,31,Part-time,Low,475,Female,Single,High School,0
Car Loan,79617,0.067859288,42,Full-time,High,674,Female,Single,High School,0
Home Loan,54276,0.094350548,44,Self-employed,Medium,797,Male,Single,High School,0
Education Loan,58492,0.087754198,55,Part-time,Medium,384,Female,Divorced,PhD,1
Home Loan,54002,0.076677301,18,Self-employed,Low,682,Female,Divorced,PhD,0
Personal Loan,90599,0.079665496,19,Self-employed,High,762,Male,Married,Master,0
Home Loan,73355,0.069666717,20,Part-time,Low,750,Female,Divorced,Master,0
Personal Loan,92248,0.083071383,13,Self-employed,Medium,817,Female,Married,PhD,0
Car Loan,25762,0.091488174,28,Full-time,High,849,Female,Single,Bachelor,0
Home Loan,12046,0.055761698,56,Part-time,Medium,415,Female,Divorced,High School,0
Car Loan,97999,0.084494715,48,Self-employed,Low,307,Female,Single,Master,0
Home Loan,29769,0.093986523,53,Part-time,Low,517,Male,Married,PhD,0
Education Loan,54302,0.073773496,55,Part-time,Medium,703,Female,Divorced,High School,0
Car Loan,24150,0.090510509,28,Self-employed,Low,603,Female,Divorced,High School,1
Home Loan,69247,0.122219817,49,Full-time,Low,766,Male,Divorced,PhD,1
Car Loan,5853,0.078434858,46,Part-time,Medium,387,Male,Divorced,Bachelor,0
Home Loan,95613,0.085899606,58,Self-employed,High,309,Male,Single,Bachelor,0
Personal Loan,90399,0.068929144,50,Part-time,Medium,607,Male,Divorced,Master,0
Car Loan,22792,0.082718767,41,Part-time,Medium,733,Female,Married,PhD,0
Education Loan,60129,0.086904074,17,Self-employed,High,463,Female,Divorced,Master,0
Car Loan,75478,0.082922635,15,Full-time,Low,538,Female,Married,Bachelor,0
Personal Loan,68298,0.06470457,48,Self-employed,High,616,Female,Married,Master,1
Personal Loan,32987,0.083095427,46,Part-time,Medium,634,Female,Single,Master,0
Education Loan,16850,0.101932939,20,Full-time,High,317,Female,Divorced,Bachelor,0
Personal Loan,13112,0.086729536,17,Full-time,Low,370,Female,Married,High School,0
Education Loan,25058,0.094429808,24,Full-time,High,474,Male,Divorced,High School,0
Home Loan,46420,0.07644482,33,Full-time,High,638,Female,Single,Bachelor,0
Personal Loan,39890,0.091248504,39,Part-time,Medium,547,Male,Single,High School,0
Home Loan,67017,0.084189018,41,Self-employed,High,492,Male,Divorced,PhD,0
Home Loan,48304,0.065736339,47,Self-employed,Medium,718,Male,Married,High School,0
Personal Loan,33921,0.084777815,13,Full-time,Low,624,Female,Single,Bachelor,0
Education Loan,2524,0.06512455,47,Full-time,High,605,Female,Married,PhD,0
Education Loan,16048,0.070506796,19,Self-employed,High,503,Male,Married,Master,0
Education Loan,36111,0.082839925,56,Full-time,Medium,422,Female,Divorced,Bachelor,0
Personal Loan,38904,0.084458664,53,Self-employed,Medium,746,Female,Single,Bachelor,0
Home Loan,55912,0.062161513,20,Self-employed,Low,790,Male,Divorced,High School,0
Car Loan,35008,0.095809787,12,Full-time,Medium,732,Male,Divorced,PhD,0
Car Loan,1060,0.088580094,24,Self-employed,Medium,427,Female,Divorced,Bachelor,0
Personal Loan,75666,0.069429073,26,Self-employed,Low,847,Male,Married,PhD,1
Car Loan,84559,0.056936228,43,Self-employed,Medium,346,Male,Divorced,PhD,0
Home Loan,56337,0.077826431,45,Full-time,Medium,804,Male,Single,High School,0
Car Loan,14350,0.073310844,54,Part-time,Medium,414,Female,Married,Bachelor,0
Education Loan,25354,0.081697107,42,Part-time,Medium,715,Female,Divorced,PhD,0
Home Loan,46186,0.07455325,25,Part-time,Low,522,Male,Single,PhD,0
Personal Loan,29145,0.049888147,58,Part-time,Low,802,Male,Divorced,Master,0
Personal Loan,35020,0.074174796,25,Part-time,Medium,395,Female,Divorced,High School,0
Education Loan,87123,0.075415713,59,Full-time,High,406,Female,Divorced,Bachelor,0
Car Loan,76186,0.089504915,40,Full-time,Low,331,Female,Married,PhD,0
Personal Loan,86469,0.069527005,58,Part-time,High,792,Female,Divorced,High School,0
Personal Loan,21581,0.10518012,30,Part-time,Medium,365,Female,Single,Bachelor,0
Home Loan,89929,0.051325392,38,Self-employed,Medium,478,Female,Divorced,PhD,1
Home Loan,24051,0.099667512,20,Self-employed,Low,742,Male,Divorced,Bachelor,0
Home Loan,52474,0.076635215,48,Self-employed,High,848,Male,Married,Bachelor,1
Home Loan,92748,0.092893773,48,Part-time,Low,500,Male,Divorced,High School,1
Personal Loan,70626,0.081197022,54,Part-time,Low,348,Female,Single,High School,0
Home Loan,7960,0.097093333,39,Full-time,Low,562,Male,Single,Master,1
Education Loan,36772,0.074189571,35,Self-employed,Medium,432,Male,Divorced,Master,0
Education Loan,22520,0.063520694,39,Self-employed,High,643,Male,Single,Master,0
Home Loan,50481,0.101307564,47,Full-time,Medium,475,Male,Single,PhD,0
Home Loan,37408,0.07829779,29,Full-time,Medium,690,Male,Divorced,Master,1
Car Loan,95006,0.083323377,36,Full-time,Medium,310,Male,Single,Bachelor,0
Home Loan,58134,0.098521279,46,Self-employed,Low,500,Male,Single,High School,0
Personal Loan,21491,0.064520671,15,Full-time,Medium,302,Female,Divorced,Bachelor,0
Education Loan,2341,0.088932363,25,Part-time,Medium,513,Male,Married,High School,0
Education Loan,45623,0.071151579,50,Part-time,Medium,606,Male,Married,High School,1
Personal Loan,91327,0.07801746,37,Part-time,Medium,843,Female,Divorced,Bachelor,0
Home Loan,1338,0.081084184,19,Full-time,Medium,626,Male,Married,Bachelor,0
Car Loan,72431,0.057496672,35,Self-employed,Medium,498,Female,Married,PhD,0
Education Loan,13254,0.068317444,27,Self-employed,High,408,Male,Married,High School,0
Car Loan,52860,0.100266093,31,Full-time,Low,590,Female,Married,Master,0
Education Loan,12344,0.093292868,26,Full-time,Medium,407,Male,Divorced,PhD,0
Car Loan,2750,0.079060406,18,Self-employed,Low,707,Male,Married,Master,0
Education Loan,55756,0.083646852,28,Part-time,High,351,Male,Married,PhD,0
Car Loan,68957,0.075586362,33,Part-time,High,411,Male,Divorced,High School,0
Home Loan,59053,0.100348751,33,Self-employed,Low,594,Male,Divorced,Bachelor,0
Home Loan,71855,0.076994711,23,Full-time,High,488,Female,Married,Bachelor,0
Personal Loan,16896,0.083477631,29,Part-time,Medium,364,Male,Single,High School,0
Personal Loan,56761,0.097190452,57,Part-time,High,764,Female,Divorced,Bachelor,0
Car Loan,63552,0.068339428,58,Part-time,Medium,557,Male,Divorced,High School,0
Car Loan,78454,0.103381838,26,Full-time,Low,630,Male,Married,High School,0
Education Loan,91600,0.057043079,48,Full-time,Low,800,Male,Single,High School,0
Personal Loan,28935,0.104444632,27,Part-time,Low,509,Female,Divorced,PhD,1
Personal Loan,38641,0.074409866,16,Full-time,Low,388,Female,Divorced,Bachelor,0
Education Loan,30711,0.076359519,13,Self-employed,Low,327,Female,Divorced,PhD,0
Car Loan,71342,0.051649847,39,Full-time,Low,537,Female,Single,Master,0
Personal Loan,13182,0.073178079,52,Self-employed,Medium,635,Female,Divorced,High School,0
Car Loan,88833,0.064402902,38,Part-time,Low,362,Male,Divorced,Bachelor,0
Home Loan,57276,0.070885305,42,Part-time,High,799,Male,Single,Master,0
Car Loan,20541,0.077940336,52,Self-employed,Medium,840,Female,Divorced,High School,0
Home Loan,95457,0.094366874,47,Part-time,Medium,768,Female,Single,Master,0
Home Loan,83310,0.08311405,58,Part-time,Medium,350,Male,Single,PhD,0
Education Loan,45813,0.08461515,54,Part-time,Medium,411,Male,Single,PhD,1
Education Loan,38198,0.063567209,12,Full-time,Low,600,Female,Married,Bachelor,0
Home Loan,9820,0.066788689,40,Full-time,Low,389,Female,Divorced,Master,0
Education Loan,25070,0.106980875,12,Self-employed,Low,528,Male,Divorced,Master,0
Personal Loan,70768,0.068971984,19,Self-employed,High,449,Female,Divorced,PhD,0
Personal Loan,12122,0.104843124,27,Full-time,Low,437,Male,Single,PhD,1
Car Loan,81559,0.076354082,39,Part-time,Low,434,Female,Married,Bachelor,0
Home Loan,74543,0.080034319,33,Full-time,High,756,Female,Single,High School,0
Car Loan,84441,0.096055477,29,Part-time,Low,793,Male,Divorced,Bachelor,0
Home Loan,42786,0.099078386,33,Self-employed,Low,826,Male,Single,PhD,1
Home Loan,95934,0.078337812,52,Self-employed,Medium,632,Female,Married,Bachelor,0
Car Loan,7737,0.074176354,23,Self-employed,Low,661,Male,Divorced,High School,1
Car Loan,37062,0.079161193,30,Full-time,High,473,Female,Single,PhD,0
Car Loan,55237,0.085069363,36,Full-time,Medium,512,Female,Married,High School,0
Car Loan,52571,0.093369555,16,Part-time,High,642,Male,Single,Bachelor,1
Personal Loan,26510,0.080063448,45,Self-employed,High,360,Male,Single,High School,0
Home Loan,20426,0.089283294,50,Part-time,Low,360,Male,Divorced,PhD,0
Education Loan,38265,0.104575396,21,Part-time,Medium,823,Female,Married,PhD,0
Home Loan,18850,0.085719644,58,Full-time,Low,515,Male,Single,High School,0
Personal Loan,67150,0.084674793,18,Full-time,Medium,722,Male,Married,Bachelor,0
Home Loan,88312,0.057216338,48,Part-time,Medium,722,Male,Divorced,Bachelor,0
Personal Loan,90613,0.040539048,58,Part-time,Medium,670,Female,Divorced,Bachelor,0
Home Loan,75910,0.085825636,26,Part-time,High,505,Male,Divorced,Bachelor,0
Personal Loan,53375,0.078577637,53,Full-time,Low,585,Male,Married,Master,0
Education Loan,36435,0.07227826,35,Part-time,Medium,404,Male,Married,Master,1
Education Loan,97443,0.083652953,37,Full-time,Medium,842,Male,Single,High School,0
Education Loan,58132,0.079093944,37,Self-employed,High,541,Female,Married,Master,0
Education Loan,79945,0.096916704,57,Self-employed,Medium,790,Female,Divorced,Master,0
Personal Loan,83050,0.081291663,37,Part-time,Medium,797,Female,Single,Master,0
Home Loan,96402,0.068796151,21,Full-time,Low,734,Female,Married,High School,0
Education Loan,3983,0.094852494,28,Self-employed,High,783,Male,Divorced,Master,1
Education Loan,98241,0.076743034,25,Full-time,High,746,Female,Divorced,Bachelor,0
Home Loan,21662,0.08789805,13,Full-time,Medium,683,Male,Single,Bachelor,0
Home Loan,24510,0.072838839,59,Self-employed,Medium,809,Female,Divorced,High School,0
Car Loan,79187,0.070252597,24,Part-time,High,469,Male,Married,High School,0
Home Loan,41998,0.081262523,38,Part-time,Medium,622,Male,Divorced,High School,0
Home Loan,57846,0.08019243,20,Self-employed,Medium,773,Male,Single,PhD,0
Home Loan,95071,0.087197406,18,Full-time,High,531,Female,Divorced,Master,1
Car Loan,7640,0.075970314,59,Part-time,Medium,658,Female,Divorced,High School,0
Home Loan,45547,0.052454603,21,Full-time,Low,574,Female,Married,High School,0
Personal Loan,55620,0.073508392,20,Self-employed,Medium,331,Male,Married,High School,0
Education Loan,16317,0.091907277,33,Part-time,High,476,Female,Married,Bachelor,0
Personal Loan,8564,0.075539359,34,Part-time,Low,364,Male,Married,High School,0
Car Loan,28345,0.076304249,18,Part-time,Medium,326,Female,Divorced,Bachelor,0
Car Loan,95223,0.094795648,59,Self-employed,Low,778,Female,Married,Bachelor,0
Car Loan,80273,0.069320402,20,Self-employed,High,567,Female,Divorced,PhD,0
Car Loan,75859,0.056857952,38,Self-employed,Low,365,Female,Married,High School,1
Car Loan,81765,0.077590533,35,Full-time,Medium,432,Female,Married,PhD,0
Education Loan,75038,0.072737391,40,Full-time,Medium,665,Male,Married,High School,0
Home Loan,53393,0.065506305,28,Full-time,High,381,Female,Divorced,Master,0
Personal Loan,67081,0.077369323,31,Part-time,Low,627,Female,Married,High School,0
Personal Loan,30430,0.087372585,18,Part-time,Low,397,Female,Divorced,High School,0
Home Loan,76532,0.079860672,54,Part-time,High,626,Male,Married,High School,0
Car Loan,28788,0.084604716,51,Self-employed,High,841,Female,Married,High School,0
Home Loan,96505,0.107201115,18,Self-employed,High,424,Female,Single,High School,0
Car Loan,49543,0.074856817,39,Part-time,High,509,Male,Married,High School,1
Education Loan,14919,0.08417523,30,Self-employed,Medium,432,Female,Divorced,PhD,1
Personal Loan,70346,0.0723618,31,Full-time,Medium,802,Male,Single,Master,0
Personal Loan,97122,0.067304604,55,Full-time,High,456,Male,Divorced,PhD,0
Education Loan,40974,0.071226385,50,Self-employed,High,681,Female,Divorced,Master,0
Education Loan,17371,0.072818621,51,Full-time,Low,321,Male,Single,PhD,0
Car Loan,46084,0.085392137,18,Full-time,Medium,718,Female,Married,PhD,1
Home Loan,30629,0.115236137,17,Full-time,Low,771,Male,Single,High School,0
Car Loan,52184,0.069259348,36,Part-time,Low,533,Female,Divorced,PhD,0
Car Loan,62916,0.07375062,52,Self-employed,Medium,753,Male,Married,Master,0
Personal Loan,74972,0.079053155,24,Self-employed,High,461,Male,Single,Bachelor,0
Car Loan,63187,0.085936983,50,Part-time,Medium,600,Male,Divorced,Master,0
Home Loan,13984,0.083953262,51,Full-time,Low,605,Female,Married,PhD,0
Car Loan,34039,0.099261437,33,Part-time,Medium,301,Male,Divorced,Bachelor,1
Personal Loan,86431,0.043604119,28,Full-time,High,570,Female,Married,High School,0
Home Loan,84691,0.044196052,59,Part-time,Medium,720,Female,Married,Bachelor,0
Home Loan,59606,0.072561827,33,Full-time,High,442,Male,Single,High School,1
Personal Loan,11616,0.096459503,45,Part-time,High,834,Female,Married,Master,0
Personal Loan,51072,0.05651528,19,Part-time,Low,336,Female,Divorced,Bachelor,1
Car Loan,25574,0.034885515,56,Full-time,Low,406,Male,Married,Bachelor,0
Personal Loan,4430,0.088567691,29,Full-time,High,596,Female,Divorced,Bachelor,0
Education Loan,13676,0.083654858,35,Self-employed,High,396,Female,Married,High School,0
Personal Loan,11816,0.063646874,53,Self-employed,Low,580,Male,Married,High School,0
Education Loan,33733,0.065216906,13,Part-time,High,409,Male,Single,Master,0
Personal Loan,86680,0.065453844,13,Part-time,Medium,848,Male,Married,Master,0
Education Loan,3050,0.08165803,38,Self-employed,High,487,Male,Married,PhD,0
Education Loan,34933,0.070605271,25,Self-employed,High,787,Female,Divorced,High School,0
Personal Loan,25951,0.087410959,59,Full-time,Low,653,Female,Divorced,Master,0
Home Loan,33413,0.0371806,50,Self-employed,Low,318,Female,Divorced,Bachelor,0
Home Loan,35801,0.067147222,23,Part-time,Low,692,Male,Married,Bachelor,0
Education Loan,56619,0.063109191,43,Self-employed,Medium,560,Female,Divorced,Bachelor,1
Home Loan,33913,0.07615489,39,Self-employed,High,709,Male,Divorced,Master,1
Personal Loan,41600,0.071929284,39,Self-employed,High,702,Female,Married,Bachelor,0
Education Loan,58775,0.091967657,57,Self-employed,Low,783,Male,Divorced,Bachelor,0
Car Loan,91816,0.052109948,36,Part-time,High,603,Female,Single,High School,0
Education Loan,91093,0.080682372,15,Self-employed,High,317,Female,Single,High School,0
Car Loan,36400,0.088375046,37,Self-employed,Medium,483,Male,Divorced,Master,0
Car Loan,5494,0.107849712,47,Part-time,High,704,Female,Divorced,High School,0
Education Loan,81688,0.07277351,14,Self-employed,Medium,430,Female,Divorced,PhD,0
Car Loan,90431,0.084866879,12,Part-time,High,778,Female,Married,Master,0
Home Loan,75691,0.052942058,28,Self-employed,Low,307,Female,Single,PhD,0
Car Loan,98419,0.044120657,18,Self-employed,Low,617,Male,Single,PhD,1
Home Loan,44001,0.092671616,59,Self-employed,High,690,Female,Divorced,Master,0
Education Loan,68364,0.079916596,16,Full-time,Low,818,Male,Divorced,High School,0
Car Loan,46028,0.09767769,30,Self-employed,Medium,435,Male,Married,High School,1
Car Loan,98659,0.059398957,50,Part-time,Low,830,Male,Married,Master,0
Home Loan,38573,0.087798532,57,Full-time,Medium,666,Female,Single,PhD,0
Home Loan,1806,0.108032268,45,Self-employed,High,788,Male,Married,Master,0
Education Loan,57638,0.086295584,46,Part-time,High,310,Male,Single,Master,0
Education Loan,30757,0.084148723,27,Self-employed,Low,745,Male,Divorced,Bachelor,0
Car Loan,35636,0.080128341,51,Part-time,High,413,Female,Divorced,Bachelor,0
Personal Loan,81097,0.056436778,58,Self-employed,High,495,Female,Single,PhD,0
